,title,artists,album,duration_ms,release_date,artist_genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,uri,genre
12,"Danse Macabre, Op.40, R.171","Camille Saint-Saëns, Orchestre Symphonique de Montréal, Andrew Wan, Kent Nagano",Danse Macabre,442693,2016-10-14,"late romantic era, violin, classical, orchestra, orchestral performance, french romanticism, classical performance",False,0,0.371,0.131,2,-23.899,1,0.0413,0.898,0.925,0.0847,0.0655,105.328,4,spotify:track:0pCHzhuRt6kOU3FUEG3HnC,Classical
13,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro","Wolfgang Amadeus Mozart, Riccardo Minasi, Ensemble Resonanz","Mozart: Symphonies Nos. 39, 40 & 41 ""Jupiter""",435160,2020-02-28,"italian violin, classical era, classical, string orchestra",False,57,0.326,0.33,7,-12.967,0,0.0406,0.871,0.749,0.128,0.293,118.668,4,spotify:track:2fC30Rt5tFa6FA2jNb4fiz,Classical
14,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto,"Gustav Mahler, Daniel Barenboim, Chicago Symphony Orchestra",Mahler : Symphony No.5,583293,1998-08-14,"post-romantic era, american orchestra, classical, israeli classical piano, orchestra, orchestral performance, classical performance",False,57,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,4,spotify:track:0cqcRqZgkNHanWQ8slYA0v,Classical
15,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.","Frédéric Chopin, Mikhail Pletnev",Chopin - Piano Works,259493,2000-01-01,"early romantic era, polish classical, russian classical piano, classical, classical performance",False,67,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,4,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,Classical
16,Parce Mihi Domine,"Jan Garbarek, Cristobal de Morales, The Hilliard Ensemble",Officium,402493,1994-09-01,"vocal ensemble, renaissance, jazz fusion, swedish jazz, ecm-style jazz, early music ensemble, early music choir, early music, classical, choral, polyphony, madrigal, jazz saxophone, norwegian jazz, spanish renaissance, classical saxophone, contemporary jazz, classical performance",False,55,0.193,0.0656,10,-19.239,1,0.0471,0.995,0.829,0.119,0.0359,128.975,3,spotify:track:46tPGzCXCI2oKsemztDA9u,Classical
17,"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro","Sergei Prokofiev, Behzod Abduraimov, Orchestra Sinfonica Nazionale Della RAI, Juraj Valcuha",Tchaikovsky: Piano Concerto No.1; Prokofiev: Piano Concerto No.3,564640,2014-01-01,"early modern classical, russian modern classical, italian orchestra, classical, orchestra, neoclassicism, classical piano",False,49,0.353,0.254,0,-16.205,1,0.0349,0.948,0.859,0.0843,0.0986,133.808,4,spotify:track:3QqPgzOcv9titKufFR0gsQ,Classical
18,"An der schönen blauen Donau, Op.314","Johann Strauss II, Berliner Philharmoniker, Herbert von Karajan","Strauss, J.: An der schönen blauen Donau (The Blue Danube)",707173,1982-01-01,"late romantic era, operetta, german orchestra, classical, orchestra, orchestral performance, classical performance",False,0,0.233,0.0252,2,-24.824,1,0.0346,0.975,0.604,0.143,0.0936,94.736,4,spotify:track:0dzl6bBvsIAfHLlTbBObTW,Classical
19,"Pachelbel: Canon and Gigue in D Major for 3 Violins and Continuo, P. 37: I. Canon (Orchestral Version)","Johann Pachelbel, Sir Neville Marriner, Academy of St. Martin in the Fields",Relax,302093,2008-09-08,"classical, german baroque, chamber orchestra, baroque, orchestral performance, british orchestra, classical performance",False,0,0.13,0.158,2,-16.132,1,0.035,0.748,0.924,0.1,0.0998,85.031,4,spotify:track:5x3TUfYzgZIdt0Kaop64ss,Classical
20,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto","Sergei Rachmaninoff, Valentina Lisitsa, London Symphony Orchestra, Michael Francis",Rachmaninov: Piano Concerto No.2,644273,2012-01-01,"russian romanticism, post-romantic era, classical, orchestra, ukrainian classical piano, ukrainian classical, british orchestra, classical performance, classical piano",False,57,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,4,spotify:track:4rrrn8OLrttq7r9RgNXalU,Classical
21,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio","Wolfgang Amadeus Mozart, Jack Brymer/Sir Thomas Beecham/Royal Philharmonic Orchestra, Sir Thomas Beecham, Royal Philharmonic Orchestra",Mozart: Clarinet Concerto/Piano Concerto No. 25,532040,1959-01-01,"classical, orchestra, orchestral performance, classical era, british orchestra",False,50,0.0999,0.0241,2,-25.651,1,0.0432,0.98,0.766,0.0623,0.0396,89.001,3,spotify:track:63cA2QfqtWZa0GGPZnYc0K,Classical
22,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio","Ludwig van Beethoven, Wiener Philharmoniker, Carlos Kleiber",Beethoven: Symphonies Nos.5 & 7,442000,1995-01-01,"early romantic era, classical, orchestra, orchestral performance, austrian orchestra, classical era, german romanticism, classical performance",False,63,0.248,0.298,0,-15.661,0,0.0395,0.957,0.9,0.0943,0.157,97.853,4,spotify:track:6cUCckpdlqHJ5Ascf2uH2A,Classical
23,Rodrigo: Concierto de Aranjuez: II. Adagio,"Joaquín Rodrigo, Thibaut García, Ben Glassberg, Orchestre National Du Capitole De Toulouse",Aranjuez,640267,2020-10-02,"classical guitar, french orchestra, classical",False,51,0.253,0.098,11,-19.878,0,0.0437,0.93,0.862,0.122,0.062,84.865,4,spotify:track:0k6P9cdEA9K3k0ASde2Kof,Classical
24,Hummel: Trumpet Concerto In E Flat - Iii Rondo,"Johann Nepomuk Hummel, Tine Thing Helseth",Trumpet Concertos,224640,2007-11-12,"early romantic era, classical trumpet, classical era, classical performance",False,51,0.496,0.249,3,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,4,spotify:track:246ntJR3A2s7B5E40FTCLf,Classical
25,"Ravel: Pavane pour une infante défunte, M. 19","Maurice Ravel, Bertrand Chamayou",Ravel: Complete Works for Solo Piano,346587,2016-01-15,"early modern classical, post-romantic era, classical, french classical piano, neoclassicism, impressionism, classical piano",False,61,0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,3,spotify:track:3MRQn2RYo2VLYMoStnLRxu,Classical
26,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)","Camille Saint-Saëns, Yo-Yo Ma, Kathryn Stott",Songs from the Arc of Life,174267,2015-09-18,"late romantic era, classical, classical cello, british classical piano, french romanticism, classical performance",False,68,0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,3,spotify:track:0jOnZhF75V68VsBObWx2XO,Classical
27,"Turandot / Act 3: ""Nessun dorma!""","Giacomo Puccini, Luciano Pavarotti, John Alldis Choir, Wandsworth School Boys Choir, London Philharmonic Orchestra, Zubin Mehta",Puccini: Turandot - Highlights,177333,1973-01-01,"italian opera, classical tenor, operatic pop, post-romantic era, italian romanticism, canzone napoletana, children's choir, classical, orchestra, opera, orchestral performance, british choir, british orchestra, italian tenor, opera chorus, classical performance",False,63,0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,4,spotify:track:74WjYdm3Lvbwnds4thYPUU,Classical
28,The Sorcerer's Apprentice,"Paul Dukas, Philharmonia Orchestra",Fantasia 2000,577440,1999-01-01,"early modern classical, post-romantic era, classical, orchestra, opera, impressionism, british orchestra, french romanticism, classical performance",False,50,0.351,0.206,1,-22.657,1,0.0597,0.797,0.255,0.0738,0.0839,130.415,4,spotify:track:2OHnoGjn6X6kDwzO7Rw0Y9,Classical
29,Fanfare for the Common Man,"Aaron Copland, Los Angeles Philharmonic, Zubin Mehta","Copland: Appalachian Spring; Lincoln Portrait; Fanfare; Rodeo, etc.",167160,1996-01-01,"early modern classical, american orchestra, classical, orchestra, american modern classical, orchestral performance, classical performance",False,49,0.223,0.165,10,-16.394,1,0.0504,0.984,0.95,0.348,0.0518,73.463,5,spotify:track:294IzNQIRp4soeVaQhows7,Classical
30,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato","Edvard Grieg, Denis Kozhukhin, Berlin Radio Symphony Orchestra, Vassily Sinaisky",Tchaikovsky & Grieg: Piano Concertos,766213,2016-04-01,"late romantic era, german orchestra, russian classical piano, classical, orchestra, radio symphony, norwegian classical",False,48,0.312,0.0465,9,-26.438,0,0.0378,0.981,0.9,0.0872,0.0371,130.303,3,spotify:track:0QTaXZRWdzfPdssiQThdCL,Classical
31,"Suite No.3 In D, BWV 1068: 2. Air","Johann Sebastian Bach, David Bell, Berliner Philharmoniker, Herbert von Karajan",Albinoni: Adagio in G minor / Pachelbel: Canon,365147,1984-01-01,"german orchestra, early music, classical, german baroque, orchestra, baroque, orchestral performance, classical performance",False,55,0.0753,0.07,2,-27.272,1,0.044,0.918,0.947,0.146,0.0625,79.801,4,spotify:track:7h6GoPvGHC9uzZJ8bNvfIq,Classical
32,"Symphony No.8 in B minor, D.759 - ""Unfinished"": 1. Allegro moderato","Franz Schubert, Wiener Philharmoniker, Josef Krips","Schubert: Symphony No.8 ""Unfinished""; Symphony No.9 ""Great""",906000,1997-01-01,"early romantic era, classical, orchestra, orchestral performance, austrian orchestra, classical era, classical performance",False,45,0.1,0.0354,11,-17.211,0,0.0387,0.901,0.865,0.125,0.0426,73.968,4,spotify:track:52GmHO5DikTIKc3yBmTTT1,Classical
33,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito","Pyotr Ilyich Tchaikovsky, Mariinsky Orchestra, Valery Gergiev, Daniil Trifonov",Tchaikovsky: Piano Concerto No. 1,1252322,2012-08-28,"late romantic era, russian romanticism, russian orchestra, classical, orchestra, russian classical piano, orchestral performance, classical performance, classical piano",False,50,0.212,0.119,1,-20.511,1,0.0366,0.976,0.907,0.087,0.0396,84.346,3,spotify:track:1Xy6MHSaX3IUGGqst6RzYM,Classical
34,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto","Ludwig van Beethoven, Louis Lortie",Beethoven: Complete Piano Sonatas,442600,2010-10-26,"early romantic era, canadian classical piano, classical, classical era, german romanticism, classical piano",False,51,0.244,0.0021,1,-41.044,0,0.0417,0.995,0.86,0.161,0.187,64.364,4,spotify:track:2Y95aUjHiOtgL8A6t52Ynl,Classical
35,Overture Candide,"Leonard Bernstein, Los Angeles Philharmonic, Zubin Mehta",Decca Sound: The Analogue Years 1969 – 1980,253440,2013-01-01,"american orchestra, classical, orchestra, american modern classical, orchestral performance, classical performance",False,0,0.298,0.346,3,-15.465,1,0.0416,0.824,0.694,0.295,0.482,78.989,4,spotify:track:7MdenBcztjoBdJUvFxBFeX,Classical
36,"Andante festivo for Strings and Timpani, JS 34b","Jean Sibelius, Lahti Symphony Orchestra, Osmo Vänskä",Sibelius: Music From Timo Koivusalo's Film,337840,2003-09-01,"post-romantic era, finnish classical, classical, orchestra, impressionism, orchestral performance, nordic orchestra",False,48,0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,4,spotify:track:3af6PvJHP8XlFMWeuN7bF8,Classical
37,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3","Franz Liszt, Lang Lang",Liszt - My Piano Hero,293147,2011-08-22,"late romantic era, classical performance, chinese classical piano, classical, chinese classical performance, classical piano",False,60,0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,3,spotify:track:2u9VGZmVz7Rm01SfDgzcfA,Classical
38,O Magnum Mysterium: O magnum mysterium,"Morten Lauridsen, Chamber Choir Of Europe, Nicol Matt",Lauridsen: O Magnum Mysterium / Lux Aeterna / Madrigali / Les Chansons Des Roses,415800,2006-01-01,"contemporary classical, american contemporary classical, chamber choir, choral",False,49,0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,3,spotify:track:0S0YKiEdR9cT9pYgEaTevF,Classical
39,Scheherazade: The Tale of the Kalendar Prince,"Nikolai Rimsky-Korsakov, Joakim Svenheden",Rimsky-Korsakov: Scheherezade,200360,1999-02-01,"late romantic era, avant-garde, russian romanticism, classical",False,52,0.151,0.0639,11,-24.404,0,0.0439,0.962,0.603,0.466,0.0797,61.577,3,spotify:track:04eShjKTWijeJJqGnhxpYK,Classical
40,Barber: Adagio for Strings,"Samuel Barber, Sir Simon Rattle, Berliner Philharmoniker",Samuel Barber - Adagio (100th anniversary),537427,2010-01-18,"early modern classical, german orchestra, classical, orchestra, american modern classical, orchestral performance, classical performance",False,59,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,3,spotify:track:1CSaCKPIp2yCIDL3t7Fyau,Classical
41,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga","Johann Sebastian Bach, Lang Lang",Bach: Goldberg Variations (Deluxe Edt. Studio + Live),140040,2020-09-04,"classical performance, chinese classical piano, early music, classical, german baroque, baroque, chinese classical performance, classical piano",False,23,0.31,0.0555,7,-25.695,1,0.0395,0.994,0.906,0.121,0.566,70.515,4,spotify:track:1ENZ1YHuOp5MMFJlWBQ6V7,Classical
42,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),"Alexander Borodin, Angelina Shvachka, Dmytro Popov, Mykola Koval, Taras Shtonda, Mykola Hobdych, Kiev Chamber Choir, Ukraine National Radio Symphony Orchestra, Theodore Kuchar",Borodin: Prince Igor (Highlights) / In the Steppes of Central Asia,642573,2005-08-01,"late romantic era, radio symphony, russian romanticism, classical",False,47,0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,4,spotify:track:4Dcm4KMuDz0l01weeSpD4J,Classical
43,"Requiem in D minor, K.626: 3. Sequentia: Confutatis","Wolfgang Amadeus Mozart, The Monteverdi Choir, English Baroque Soloists, John Eliot Gardiner",Mozart: Requiem; Kyrie in D minor,147573,1987-01-01,"historically informed performance, early music ensemble, classical, orchestral performance, british choir, baroque ensemble, classical era, choral, british orchestra, classical performance",False,0,0.128,0.0386,0,-23.759,1,0.0434,0.991,0.94,0.104,0.0359,75.081,4,spotify:track:4maWRmE0OaHvF245FtrjDD,Classical
44,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: No. 13, Dance of the Knights (Complete Ballet)","Sergei Prokofiev, André Previn, London Symphony Orchestra",Prokofiev: Romeo and Juliet,341693,1973-01-01,"early modern classical, russian modern classical, classical, orchestra, neoclassicism, orchestral performance, british orchestra, classical performance",False,55,0.209,0.101,0,-19.383,1,0.0403,0.927,0.9,0.0776,0.153,85.851,4,spotify:track:7HSs4srn1qnZhh7WRWBVOk,Classical
45,"Different Trains: America, Before the War","Steve Reich, Kronos Quartet",Different Trains / Electric Counterpoint,538800,1990-01-01,"american contemporary classical, drone, minimalism, bow pop, compositional ambient, avant-garde, classical, string quartet, contemporary classical, modern string quartet, classical performance",False,47,0.398,0.373,1,-14.065,1,0.0524,0.889,0.193,0.121,0.61,106.688,4,spotify:track:1YiBEdXvyWL9rupB3Cg4IQ,Classical
46,"Violin Sonata in A major, FWV 8: IV. Allegretto poco mosso","César Franck, Joshua Bell, Jeremy Denk",French Impressions,364093,2012-01-06,"american classical piano, late romantic era, violin, bow pop, classical, french romanticism, classical performance, classical piano",False,51,0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,4,spotify:track:0xX7kREWmOGBWzYNcpZwRN,Classical
47,Adiemus,"Karl Jenkins, Mike Ratledge, Adiemus, Jody K. Jenkins, London Philharmonic Orchestra, Mary Carewe",Adiemus - Songs Of Sanctuary,237413,1995-01-01,"orchestra, choral, new age, british orchestra, rock keyboard",False,59,0.295,0.408,4,-16.632,0,0.0693,0.804,0.148,0.165,0.164,150.454,3,spotify:track:54CAG8n70kKVbFV6l1zF4G,Classical
48,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,"Aram Khachaturian, London Symphony Orchestra",Khachaturian: Spartacus and Gayaneh highlights etc,592040,1993-01-01,"early modern classical, russian modern classical, caucasian classical, classical, orchestra, british orchestra, classical performance",False,46,0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,3,spotify:track:2nVt0n0aSj3AwZjakMvDHX,Classical
49,Spiegel im Spiegel - Version for Violin and Piano,"Arvo Pärt, Vladimir Spivakov, Sergej Bezrodny",Alina,636000,1999-10-15,"minimalism, compositional ambient, classical, baltic classical, contemporary classical",False,50,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,3,spotify:track:4wudbbceOZKjRlhTtbHvAs,Classical
50,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1","Max Richter, Daniel Hope, Konzerthaus Kammerorchester Berlin, Andre de Ridder","Recomposed By Max Richter: Vivaldi, The Four Seasons",151507,2014-01-01,"violin, compositional ambient, soundtrack, chamber orchestra, post-minimalism, classical performance",False,65,0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,3,spotify:track:5xbuJuQsTVheVZvX2AJVIv,Classical
51,"Elégie in C Minor, Op. 24 (Arr. Parkin)","Gabriel Fauré, Sheku Kanneh-Mason, Rowena Calvert, Ashok Klouda, Nicholas Trygstad, Caroline Dearnley, Desmond Neysmith, Josephine Knight, Hannah Roberts, Chris Murray, Robert Max","Elégie in C Minor, Op. 24 (Arr. Parkin)",455467,2019-11-28,"classical cello, post-romantic era, classical",False,0,0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,3,spotify:track:4QfYHdV8hMoyS9qKUct98q,Classical
52,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major","Johannes Brahms, Arcadi Volodos",Volodos Plays Brahms,378733,2017-04-07,"late romantic era, classical, russian classical piano, german romanticism, classical performance, classical piano",False,62,0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,4,spotify:track:1Oo7XEqkrwifJn17aA0ocF,Classical
53,"Ständchen in D Minor (After Schubert), S. 560","Franz Liszt, Lise de la Salle",Liszt,357747,2011-08-23,"late romantic era, french classical piano, classical",False,53,0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,1,spotify:track:3GecLjGMqzjmgkvy2v41Wf,Classical
54,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio","Wolfgang Amadeus Mozart, Orpheus Chamber Orchestra","Mozart: Serenade in B Flat - ""Gran Partita""; Serenade in E Flat",330293,2005-01-01,"american orchestra, classical, chamber orchestra, classical era, classical organ, classical performance",False,53,0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,4,spotify:track:5Zf5prtvv7KRQ1J6kNn4C6,Classical
55,Il barbiere di Siviglia: Overture (Sinfonia),"Gioachino Rossini, Academy of St. Martin in the Fields, Sir Neville Marriner",Rossini: Complete Overtures (3 CDs),425000,2003-01-01,"italian opera, italian romanticism, classical, chamber orchestra, orchestral performance, british orchestra, classical performance",False,0,0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,4,spotify:track:4dGkPPLnIdVgogqpyaAjbc,Classical
56,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King","Edvard Grieg, Esa-Pekka Salonen","Grieg: Peer Gynt, Op. 23 (Excerpts) - Sony Classical Masters",153267,1989-01-01,"late romantic era, norwegian classical, nordic contemporary classical, classical, finnish contemporary classical, orchestral performance, classical performance",False,50,0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,4,spotify:track:3VQ7hwiEfaHDl3AySgyaiR,Classical
57,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)","Niccolò Paganini, Itzhak Perlman",Paganini: 24 Caprices,268853,2000-02-01,"early romantic era, violin, italian romanticism, classical, classical performance",False,55,0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,4,spotify:track:6cC6h5E351deEGFd7Kh9uy,Classical
58,"Dolly, Op.56: 1. Berceuse","Gabriel Fauré, Katia Labèque, Marielle Labèque",Fauré: Dolly Suite; Nocturnes; Barcarolles; Impromptus,176518,2015-01-01,"french classical piano, post-romantic era, classical, classical piano",False,58,0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,4,spotify:track:3NbAsIxDL0fVgNuCLD152P,Classical
59,Theme From Jurassic Park,John Williams,Jurassic Park,207427,1993-05-25,soundtrack,False,63,0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,3,spotify:track:2TZbQZXOuR8osP2AK8yYMN,Classical
60,"Tsar Saltan, Op. 57: Flight of the Bumblebee",André Previn,Rimsky-Korsakov: Scheherazade / Flight Of The Bumblebee,84267,1995-08-15,orchestral performance,False,45,0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,4,spotify:track:4fDodwdZ1LBDL2I2WCnUMY,Classical
61,"Symphonic Variations on an African Air, Op.63","Samuel Coleridge-Taylor, Royal Liverpool Philharmonic Orchestra, Grant Llewellyn",Butterworth: The Banks of Green Willow; A Shropshire Lad/ /McGunn: The Land of the Mountain and the Flood/Coleridge-Taylor: Symphonic Variations on an African Air &c.,1215573,1993-01-01,"early modern classical, post-romantic era, light music, victorian britain, orchestra, orchestral performance, british orchestra, classical performance",False,0,0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.106,0.0538,121.131,4,spotify:track:2ceu417OdiSxzR3K7B1n2M,Classical
62,The Rite of Spring: Part One: Adoration of the Earth: Introduction,"Igor Stravinsky, Teodor Currentzis, musicAeterna",Stravinsky: Le Sacre du Printemps,208587,2015-10-09,"early modern classical, russian modern classical, russian orchestra, classical, neoclassicism, classical performance",False,48,0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,3,spotify:track:1MiWGSGDC5mGoP3MNclZ7s,Classical
