,title,artists,album,duration_ms,release_date,artist_genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,uri,genre
54,Drop A Location,"YG, Mozzy, A Boogie Wit da Hoodie",Kommunity Service,134686,2021-05-21,"gangster rap, melodic rap, southern hip hop, rap, hip hop, sacramento hip hop, cali rap, pop rap, trap",True,65,0.474,0.602,0,-6.972,1,0.449,0.121,0.0,0.0948,0.224,204.234,4,spotify:track:4UBicDBC9UqwGau3sWIw86,Hip-Hop-Rap
55,Lost Hope,Preme,Lost Hope,147582,2021-05-28,"canadian trap, underground hip hop, canadian hip hop, toronto rap, trap soul, trap",True,43,0.461,0.534,1,-8.592,1,0.249,0.0062,2.65e-05,0.151,0.542,82.675,4,spotify:track:34MFAoch0pAwErdt3hLtZg,Hip-Hop-Rap
56,Cost Me,Tizzy Stackz,Cost Me,165069,2021-04-30,"canadian hip hop, canadian trap",True,48,0.742,0.489,9,-9.177,0,0.142,0.201,1.45e-06,0.111,0.271,94.121,4,spotify:track:2sdmmkVeTfMMHTSsZQoIOo,Hip-Hop-Rap
57,For The Win,Slim Dinero,Separate Myself,152059,2021-03-20,"canadian hip hop, toronto rap",True,48,0.88,0.461,0,-7.913,0,0.259,0.111,0.0,0.192,0.658,139.995,4,spotify:track:4EaQ7SHZCzGDVkKkI87YAZ,Hip-Hop-Rap
58,IYKYK,Belly,IYKYK,189933,2021-04-07,"canadian trap, southern hip hop, rap, underground hip hop, canadian hip hop, trap soul, pop rap, trap",True,54,0.7,0.533,11,-8.48,0,0.502,0.331,0.0,0.147,0.281,81.743,4,spotify:track:2RYqa2PKJ7OSjErnavlKfw,Hip-Hop-Rap
59,Fake Love,Yung Tory,Fake Love,145714,2021-04-23,"canadian trap, melodic rap, vapor trap, canadian hip hop, toronto rap",True,52,0.766,0.513,5,-8.42,0,0.42,0.109,0.0,0.0894,0.593,140.025,4,spotify:track:1jQAgvYdrDqQDYFnUtc6sx,Hip-Hop-Rap
60,Tell Me Please,"Dom Vallie, City Fidelia",Tell Me Please (feat. City Fidelia),160000,2021-05-07,ottawa rap,True,52,0.65,0.428,8,-12.063,0,0.19,0.007,0.0,0.119,0.512,144.104,4,spotify:track:6BL3FXnDaqIR1k37s3JScR,Hip-Hop-Rap
61,Work Out (feat. Gunna),"Lil Gotit, Gunna",Work Out (feat. Gunna),179527,2021-05-24,"atl trap, melodic rap, southern hip hop, rap, vapor trap, hip hop, atl hip hop, trap",True,63,0.921,0.401,1,-7.273,1,0.426,0.001,3.23e-05,0.112,0.101,131.025,4,spotify:track:4lsqjfe17KhFwSlywcXisW,Hip-Hop-Rap
62,Don't Feel Alright,Lil Berete,Don't Feel Alright,117243,2021-05-14,"canadian hip hop, toronto rap",True,45,0.866,0.658,11,-7.603,1,0.138,0.177,0.0,0.0887,0.752,140.016,4,spotify:track:5oRbND0r4P6MXlqmx9oxzG,Hip-Hop-Rap
63,99 Prblms,Portion,99 Prblms,165513,2021-05-21,,True,39,0.603,0.609,0,-8.991,0,0.28,0.18,0.0,0.118,0.465,174.047,4,spotify:track:6UOzZ9aG4jnNZwK2Ycij0D,Hip-Hop-Rap
64,Voice of the Heroes,"Lil Baby, Lil Durk",Voice of the Heroes,209299,2021-05-31,"atl trap, chicago drill, southern hip hop, rap, hip hop, chicago rap, drill, atl hip hop, trap",True,64,0.754,0.661,0,-6.811,1,0.261,0.173,0.0,0.16,0.313,82.988,4,spotify:track:7eO7rOwH5qVD3UWpO97qTI,Hip-Hop-Rap
65,Solid (feat. Drake),"Young Stoner Life, Young Thug, Gunna, Drake",Slime Language 2,215693,2021-04-16,"atl trap, gangster rap, melodic rap, canadian pop, rap, hip hop, canadian hip hop, toronto rap, atl hip hop, pop rap, trap",True,86,0.887,0.485,11,-9.358,0,0.2,0.0392,0.0,0.141,0.328,125.987,4,spotify:track:6rTInqW3YECMkQsBEHw4sd,Hip-Hop-Rap
66,Never Left,Lil Tecca,Never Left,168727,2021-05-06,"melodic rap, trap, rap",True,84,0.807,0.659,11,-6.92,1,0.332,0.0224,0.0,0.309,0.438,82.465,4,spotify:track:21UkXrc9kD48rNpTMI2ecz,Hip-Hop-Rap
67,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"DJ Khaled, Lil Baby, Lil Durk",KHALED KHALED,236524,2021-04-30,"atl trap, chicago drill, southern hip hop, rap, hip hop, chicago rap, drill, atl hip hop, miami hip hop, trap, pop rap",True,83,0.477,0.727,2,-4.053,1,0.286,0.000866,0.0,0.108,0.227,150.062,4,spotify:track:1EJIcDYXwSqipW5dFe4uJz,Hip-Hop-Rap
68,GANG GANG (with Lil Wayne),"Polo G, Lil Wayne",GANG GANG (with Lil Wayne),178776,2021-05-21,"new orleans rap, rap, hip hop, chicago rap, pop rap, trap",True,82,0.752,0.563,3,-8.066,0,0.209,0.146,0.0,0.103,0.551,145.05,4,spotify:track:4VW44pawoOHPUjlN7DX5vk,Hip-Hop-Rap
69,Straightenin,Migos,Straightenin,255532,2021-05-14,"southern hip hop, rap, hip hop, atl hip hop, pop rap, trap",True,82,0.847,0.629,9,-5.81,1,0.102,0.0318,0.0,0.152,0.109,135.976,4,spotify:track:3X2r2CnHOJeV5YekPTgBnK,Hip-Hop-Rap
70,Ramen & OJ,"Joyner Lucas, Lil Baby",Ramen & OJ,218448,2021-04-30,"atl trap, rap, hip hop, atl hip hop, pop rap, boston hip hop, trap",True,84,0.597,0.571,1,-6.205,0,0.293,0.492,0.0,0.093,0.165,106.196,3,spotify:track:4TIqzdAssasqx3DAe6cG9J,Hip-Hop-Rap
71,Wants and Needs (feat. Lil Baby),"Drake, Lil Baby",Scary Hours 2,192956,2021-03-05,"atl trap, canadian pop, rap, hip hop, canadian hip hop, toronto rap, atl hip hop, pop rap, trap",True,89,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17e-06,0.119,0.1,136.006,4,spotify:track:65OVbaJR5O1RmwOQx0875b,Hip-Hop-Rap
72,Run It Up (feat. Offset & Moneybagg Yo),"Lil Tjay, Offset, Moneybagg Yo",Destined 2 Win,232048,2021-04-02,"memphis hip hop, melodic rap, southern hip hop, rap, hip hop, brooklyn drill, tennessee hip hop, nyc rap, atl hip hop, pop rap, trap",True,84,0.88,0.575,6,-6.091,1,0.163,0.415,0.0,0.109,0.671,120.031,4,spotify:track:1dg3qy5DjoJodawfOCgrTP,Hip-Hop-Rap
73,p r i d e . i s . t h e . d e v i l (with Lil Baby),"J. Cole, Lil Baby",The Off-Season,218210,2021-05-14,"atl trap, north carolina hip hop, rap, conscious hip hop, atl hip hop, trap",True,88,0.861,0.656,4,-7.867,0,0.425,0.104,0.0,0.0986,0.331,88.967,4,spotify:track:5W8jRrZ6tWrTrqnKRtIQBf,Hip-Hop-Rap
74,Miss The Rage (feat. Playboi Carti),"Trippie Redd, Playboi Carti",Miss The Rage (feat. Playboi Carti),236883,2021-05-07,"melodic rap, rap, plugg, atl hip hop, trap",True,88,0.584,0.859,8,-5.616,1,0.121,0.0144,0.0,0.847,0.369,77.005,4,spotify:track:2BITQ360Knh6qNAOqR7Dyq,Hip-Hop-Rap
75,RAPSTAR,Polo G,RAPSTAR,165926,2021-04-09,chicago rap,True,95,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,4,spotify:track:43PGPuHIlVOc04jrZVh9L6,Hip-Hop-Rap
76,m y . l i f e (with 21 Savage & Morray),"J. Cole, 21 Savage, Morray",The Off-Season,218802,2021-05-14,"north carolina hip hop, rap, conscious hip hop, atl hip hop, trap",True,89,0.597,0.587,7,-7.026,0,0.137,0.0622,0.0,0.214,0.0753,140.021,4,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,Hip-Hop-Rap
77,4 Da Gang (with Roddy Ricch),"42 Dugg, Roddy Ricch",4 Da Gang (with Roddy Ricch),155720,2021-04-02,"melodic rap, southern hip hop, rap, detroit trap, trap",True,82,0.871,0.545,7,-10.489,1,0.189,0.0143,0.0,0.148,0.722,100.482,4,spotify:track:4KIkADzoVm3A10E9qyjsQ5,Hip-Hop-Rap
78,Headshot (feat. Polo G & Fivio Foreign),"Lil Tjay, Polo G, Fivio Foreign",Headshot,144349,2021-03-19,"melodic rap, brooklyn drill, nyc rap, chicago rap, new york drill, trap",True,64,0.809,0.638,1,-7.268,0,0.257,0.0758,0.0,0.15,0.392,117.982,4,spotify:track:6cQ08IpBxxfGcSKxqE3NmB,Hip-Hop-Rap
79,Wockesha,Moneybagg Yo,A Gangsta’s Pain,180930,2021-04-23,"memphis hip hop, southern hip hop, rap, hip hop, tennessee hip hop, trap",True,80,0.582,0.537,0,-9.229,1,0.619,0.129,0.0,0.0749,0.771,82.103,4,spotify:track:0nqhKXDjsyBMvbeWmgijD0,Hip-Hop-Rap
