,title,artists,album,duration_ms,release_date,artist_genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,uri,genre
62,lie to me,"Tate McRae, Ali Gatie",lie to me,177440,2020-10-14,"electropop, post-teen pop, dance pop, pop, canadian hip hop, alt z",False,72,0.642,0.392,4,-7.846,0,0.0372,0.0151,0.0,0.352,0.0479,138.065,4,spotify:track:4f9IfFvBFm7Gsf1IVEudyf,Pop
63,if we never met,John K,if we never met,144427,2019-04-26,"pop, post-teen pop, electropop, alt z",False,70,0.958,0.376,8,-7.063,1,0.0523,0.171,0.0,0.127,0.331,107.964,4,spotify:track:5HBDBBr5OV90lubqW8ctJF,Pop
64,A Letter To My Younger Self (feat. Logic),"Quinn XCII, Logic",A Letter to My Younger Self (feat. Logic),212013,2020-05-29,"electropop, rap, dmv rap, hip hop, pop, conscious hip hop, indie pop rap, pop rap",True,0,0.822,0.834,6,-2.879,0,0.0663,0.0358,0.0,0.0461,0.77,115.006,4,spotify:track:5hHa6LvdhHCLex2qgGUVnq,Pop
65,85%,"Loote, gnash",85%,173520,2019-03-22,"electropop, social media pop, indie cafe pop, pop edm, post-teen pop, dance pop, pop, tropical house, indie poptimism, nyc pop, pop dance, alt z",False,0,0.589,0.662,7,-7.403,1,0.042,0.401,0.0,0.147,0.405,140.088,4,spotify:track:3t1XqbvvUtM3SHwf0qKQV0,Pop
66,Dancing in My Room,347aidan,Dancing in My Room,180139,2020-10-26,sad rap,True,82,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,4,spotify:track:6Pgmqg15yVexuOgtzuxwoX,Pop
67,Up All Night,Khalid,Up All Night,157220,2019-11-14,pop,False,74,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00333,0.102,0.669,93.992,4,spotify:track:1mpD5Q8IM32I4bF6eCpU74,Pop
68,you broke me first,Tate McRae,you broke me first,169266,2020-04-17,"electropop, post-teen pop, dance pop, pop, alt z",False,88,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,4,spotify:track:45bE4HXI0AwGZXfZtMp8JR,Pop
69,Dead Inside,LØLØ,Dead Inside,167770,2020-06-12,"canadian pop, alt z",False,30,0.719,0.526,0,-5.975,1,0.0333,0.0894,0.0,0.0521,0.408,150.051,4,spotify:track:6xTHChnF9K6YEcPh4mRYuL,Pop
70,Time - Edit,NF,The Search,230611,2019-07-26,"hip hop, pop rap, rap",False,63,0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,4,spotify:track:1gZFRYcPz3wKevEaNYRwfW,Pop
71,Afterglow,Ed Sheeran,Afterglow,185487,2020-12-21,"uk pop, pop",False,84,0.641,0.324,11,-5.851,1,0.0299,0.698,0.0,0.328,0.273,110.184,4,spotify:track:0E4Y1XIbs8GrAT1YqVy6dq,Pop
72,Past Life (with Selena Gomez),"Trevor Daniel, Selena Gomez",Past Life (with Selena Gomez),186480,2020-06-26,"melodic rap, post-teen pop, dance pop, pop, alternative r&b, pop rap",False,72,0.612,0.539,3,-5.071,1,0.0488,0.104,0.0,0.18,0.294,79.948,4,spotify:track:4P6IttK2PRBjyr3fm0pP7t,Pop
73,If You're Gonna Lie,FLETCHER,If You're Gonna Lie,203113,2019-04-26,"electropop, social media pop, indie cafe pop, post-teen pop, dance pop, pop, indie poptimism, alt z",True,0,0.671,0.763,8,-5.877,1,0.305,0.607,2.16e-05,0.495,0.469,149.87,4,spotify:track:4X2caEGywKxXKGImqNkBmt,Pop
74,WITHOUT YOU,The Kid LAROI,F*CK LOVE (SAVAGE),161385,2020-11-06,australian hip hop,True,91,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,4,spotify:track:27OeeYzk6klgBh83TSvGMA,Pop
75,Goodbyes (feat. Young Thug),"Post Malone, Young Thug",Hollywood's Bleeding,174853,2019-09-06,"atl trap, gangster rap, melodic rap, rap, dfw rap, hip hop, atl hip hop, pop rap, trap",True,0,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,4,spotify:track:5E1jEFXElio2eOxjJ3WLnk,Pop
76,Hold Me While You Wait,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,205687,2019-05-17,"uk pop, pop",False,80,0.688,0.53,11,-5.507,1,0.0333,0.443,0.0,0.0995,0.162,106.958,4,spotify:track:60iSKGrGazRzICtMjADNSM,Pop
77,seriously just stop,somegirlnamedanna,"twenty one, twenty two",149967,2020-07-31,"modern alternative pop, alt z",True,37,0.587,0.358,8,-8.313,1,0.378,0.0677,0.0,0.267,0.685,83.944,4,spotify:track:1X2X7UIOes5ro8Ax8jPJSl,Pop
78,Anyone,Justin Bieber,Anyone,190779,2021-01-01,"post-teen pop, canadian pop, pop",False,84,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,4,spotify:track:31qCy5ZaophVA81wtlwLc4,Pop
79,There You Are,ZAYN,Icarus Falls,199600,2018-12-14,"post-teen pop, dance pop, uk pop, pop",False,0,0.452,0.688,0,-4.84,0,0.0385,0.0263,0.0,0.11,0.313,76.99,4,spotify:track:7MmnLaftYzin7boRbplKdA,Pop
80,Sick of Feeling Useless,Neon Dreams,Sick of Feeling Useless,198425,2020-05-07,canadian pop,False,0,0.646,0.624,2,-5.079,1,0.0738,0.151,0.0,0.0519,0.634,150.054,4,spotify:track:2666GAKgBPUYpnrWHnPs8E,Pop
81,You & Jennifer (the other side) (with Rich The Kid),"bülow, Rich The Kid",You & Jennifer (the other side) (with Rich The Kid),158200,2019-12-03,"indietronica, melodic rap, electropop, social media pop, indie cafe pop, rap, southern hip hop, hip hop, pop, plugg, indie poptimism, atl hip hop, pop rap, trap, alt z",True,39,0.756,0.703,11,-6.927,1,0.431,0.206,0.0,0.28,0.311,132.067,4,spotify:track:0k3bQrqLGN6DU3kyAr7Q8h,Pop
82,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),179867,2015-08-14,"pop, electropop, alt z",True,83,0.68,0.729,5,-5.077,1,0.0475,0.612,0.0,0.224,0.446,123.97,4,spotify:track:4DpNNXFMMxQEKl7r0ykkWA,Pop
83,7 Minutes,Dean Lewis,7 Minutes,211453,2019-01-18,"indie cafe pop, post-teen pop, pop rock, pop, australian pop",False,66,0.613,0.739,10,-6.478,1,0.0311,0.526,0.0,0.149,0.712,104.966,4,spotify:track:2BkyYZmU4JuWW2sYi9EzpC,Pop
84,12345SEX,UPSAHL,12345SEX,172819,2020-03-27,"electropop, social media pop, modern indie pop, pop, indie poptimism, alt z",True,55,0.916,0.468,9,-6.928,0,0.0471,0.0885,8.14e-05,0.159,0.567,108.033,4,spotify:track:6zgxB5Rmku4Ez6J9a0TVUo,Pop
85,Backseat (Kiss Me),Jutes,A Really Bad Dream,166436,2020-10-22,"emo rap, trap soul, sad rap",False,33,0.749,0.548,2,-7.707,1,0.0478,0.118,0.0,0.0631,0.518,101.031,4,spotify:track:2WnNcasDsu7LkkktEoaz2h,Pop
86,(Wasted) on the Moon,Halo Kitsch,(Wasted) on the Moon,231642,2020-06-19,modern alternative pop,False,38,0.466,0.752,7,-6.886,1,0.0756,0.0787,0.000499,0.348,0.392,140.896,4,spotify:track:2GurI9rmNY6YArkxEYTUKt,Pop
87,Know Your Worth,"Khalid, Disclosure",Know Your Worth,181436,2020-02-04,"house, uk dance, pop",False,79,0.79,0.694,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,4,spotify:track:0TrPqhAMoaKUFLR7iYDokf,Pop
88,Wallflower,Laur Elle,Wallflower,203166,2020-05-22,canadian pop,False,29,0.732,0.535,2,-7.123,1,0.0428,0.101,2.18e-06,0.177,0.375,134.953,4,spotify:track:0eVa1dbutR0c90n7drQEty,Pop
89,Sunday Best,Surfaces,Where the Light Is,158571,2019-01-06,"bedroom soul, pop",False,82,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,4,spotify:track:1Cv1YLb4q0RzL6pybtaMLo,Pop
90,Black And White,Niall Horan,Heartbreak Weather,193090,2020-03-13,"post-teen pop, dance pop, pop",False,78,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,4,spotify:track:7rpNuuoMbid56XkDsx2FjE,Pop
91,Lie To Me (feat. Julia Michaels),"5 Seconds of Summer, Julia Michaels",Lie To Me (feat. Julia Michaels),149878,2018-12-21,"electropop, post-teen pop, dance pop, pop, boy band, alt z",False,70,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,4,spotify:track:6GzApXoBQiiAjak3tOQfV3,Pop
92,Cold Feet,Loud Luxury,Nights Like This,175152,2020-03-27,"electro house, pop edm, dance pop, pop, edm, pop dance, tropical house",False,48,0.715,0.672,1,-5.772,1,0.0331,0.0111,0.000542,0.0776,0.225,122.011,4,spotify:track:05eyyXvXUn1sJddXilQb5d,Pop
93,oops!,Yung Gravy,Gasanova,139760,2020-10-02,"meme rap, pop rap, minnesota hip hop",True,76,0.886,0.743,6,-6.797,0,0.0812,0.0358,0.000198,0.0511,0.941,131.902,4,spotify:track:7L6G0wpIUiPXuvoo7qhb06,Pop
94,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Sunflower (Spider-Man: Into the Spider-Verse),158053,2018-10-18,"dfw rap, melodic rap, trap, rap",False,2,0.753,0.498,2,-5.61,1,0.0504,0.551,0.0,0.0706,0.927,89.95,4,spotify:track:1A6OTy97kk0mMdm78rHsm8,Pop
95,Lights Down Low,MAX,Hell's Kitchen Angel,223847,2016-04-08,"viral pop, electropop, post-teen pop, dance pop, pop, pop rap",False,66,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,4,spotify:track:1sYSP7gKa5kdKIfhANfori,Pop
96,Dead End,"Lights, MYTH",Dead End,217853,2020-07-10,"electropop, canadian pop, canadian folk, indie poptimism",False,39,0.526,0.74,0,-5.71,0,0.163,0.0472,1.79e-05,0.113,0.527,199.936,4,spotify:track:7epk0ajqGGAPuvXE8BTjsO,Pop
