,title,artists,album,duration_ms,release_date,artist_genres,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,uri,genre
27,Mirrors - Remastered 2004,Freddie Hubbard,Breaking Point,368107,2004-01-01,"contemporary post-bop, vocal jazz, jazz fusion, bebop, big band, free jazz, soul jazz, hard bop, japanese jazz, jazz funk, jazz trumpet, jazz, cool jazz",False,53,0.406,0.208,1,-13.767,0,0.0413,0.962,0.929,0.181,0.291,102.778,4,spotify:track:4WU6x0MauVlAkpV6aTX4FM,Jazz
28,A Day In The Life,Wes Montgomery,Wes Montgomery: Finest Hour,354973,2000-01-01,"jazz fusion, jazz guitar, soul jazz, hard bop, jazz, cool jazz",False,0,0.476,0.251,9,-13.854,0,0.0278,0.769,0.774,0.0637,0.37,98.833,4,spotify:track:6f7r5i4xVwePkHDHwwMK75,Jazz
29,These Foolish Things (Remastered),Lester Young,The Collection,190933,2014-09-01,"vocal jazz, bebop, swing, big band, soul jazz, hard bop, jazz, jazz saxophone, cool jazz, stride",False,0,0.593,0.103,10,-14.961,1,0.081,0.986,0.6,0.12,0.443,66.283,4,spotify:track:0ldmR2mJJNEoBIINfZWdv6,Jazz
30,Blue World,John Coltrane,Blue World,368253,2019-08-16,"bebop, free jazz, jazz, jazz saxophone, cool jazz",False,37,0.477,0.733,8,-8.301,1,0.0682,0.732,0.0756,0.153,0.385,120.42,3,spotify:track:5z8eOnPiOC22EYpniAX3Qg,Jazz
31,Blue Moon,Billie Holiday,Solitude,207827,1956-01-01,"vocal jazz, torch song, adult standards, soul, jazz blues, harlem renaissance, jazz, lounge",False,68,0.639,0.269,8,-11.435,1,0.0698,0.982,0.12,0.141,0.539,124.866,4,spotify:track:1pZn8AX1WulW8IO338hE5D,Jazz
32,Gary's Theme - 2003 Remastered Version,Bill Evans,You Must Believe In Spring,257693,1977-01-01,"vocal jazz, jazz fusion, bebop, adult standards, jazz piano, jazz, cool jazz",False,0,0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,3,spotify:track:4G3EKvGtqcUSZqPQIWJFxd,Jazz
33,Turiya & Ramakrishna,Alice Coltrane,Ptah The El Daoud,498107,1996-01-01,"experimental, free jazz, world, afrofuturism, afropop, spiritual jazz, fourth world, jazz, jazz harp, avant-garde jazz",False,52,0.419,0.296,6,-14.721,1,0.0308,0.914,0.927,0.193,0.121,111.452,4,spotify:track:7tQ7e28gdQNhLcIbqc1PXY,Jazz
34,It's Only A Paper Moon,"Ella Fitzgerald, The Delta Rhythm Boys",The War Years (1941-1947),160133,1994-09-13,"vocal jazz, swing, adult standards, vocal harmony group, jazz blues",False,63,0.761,0.103,10,-16.964,1,0.0416,0.944,0.0,0.127,0.53,114.044,4,spotify:track:373yGkNo74RZgmQgTiR8xK,Jazz
35,Stormy Weather,Etta James,At Last!,187667,1960-01-01,"vocal jazz, torch song, adult standards, soul, jazz blues, soul blues",False,63,0.262,0.356,0,-8.031,0,0.0303,0.613,0.0,0.175,0.426,174.176,3,spotify:track:2IdwQxhJn9ZE4zIotcCefR,Jazz
36,This Is Always,Betty Carter,Inside Betty Carter,191960,1993-08-02,vocal jazz,False,49,0.417,0.0644,4,-19.687,0,0.0359,0.971,0.000134,0.126,0.138,113.713,4,spotify:track:6Kr25pa3pTd4no3yA0EcW1,Jazz
37,Soledad de Murcia,Michael Naura Quartet,Call,357423,2014-11-28,german jazz,False,45,0.465,0.263,9,-18.128,1,0.0287,0.877,0.28,0.0984,0.127,112.668,4,spotify:track:76XN6m7RzGYwnzngUGD6Tt,Jazz
38,Strange Fruit,Billie Holiday,Billie Holiday,192867,1957-01-01,"vocal jazz, torch song, adult standards, soul, jazz blues, harlem renaissance, jazz, lounge",False,60,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,1,spotify:track:1CTex49P0iWwzUGsMNjgaV,Jazz
39,There Will Never Be Another You,"Lester Young, Oscar Peterson Trio",The President Plays With The Oscar Peterson Trio,205667,1959-06-02,"vocal jazz, bebop, swing, big band, adult standards, soul jazz, hard bop, jazz trio, jazz, jazz saxophone, cool jazz, stride",False,58,0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,4,spotify:track:6oSm3mBWFxJHEnjE2IqhmA,Jazz
40,Polka Dots And Moonbeams - Remastered,Bud Powell,The Amazing Bud Powell,243773,1998-01-01,"vocal jazz, bebop, swing, free jazz, jazz piano, soul jazz, hard bop, jazz, cool jazz, stride",False,42,0.558,0.0891,2,-17.633,0,0.0643,0.946,0.924,0.0966,0.13,100.523,4,spotify:track:3Wadbk42UtsJOT5mCx9Bb0,Jazz
41,"A Love Supreme, Pt. IV - Psalm",John Coltrane,A Love Supreme,422907,1965-02-01,"bebop, free jazz, jazz, jazz saxophone, cool jazz",False,41,0.381,0.313,7,-11.852,0,0.0312,0.897,0.0432,0.135,0.376,127.106,4,spotify:track:5FLQmLjjeNIuC8U5mDnXC8,Jazz
42,Moon River,Vince Guaraldi Trio,Jazz Impressions Of Black Orpheus [Original Jazz Classics Remasters] (OJC Remaster),321027,2010-01-01,"jazz trio, christmas instrumental, adult standards",False,44,0.319,0.157,0,-19.728,0,0.0368,0.987,0.849,0.138,0.266,191.259,3,spotify:track:4rrLFMxzVVwAJjmvHLPL8y,Jazz
43,Love Theme From Spartacus - Remastered,Yusef Lateef,Eastern Sounds,251600,1961-01-01,"bebop, free jazz, avant-garde, soul jazz, hard bop, jazz funk, jazz, jazz saxophone, cool jazz, avant-garde jazz",False,55,0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,3,spotify:track:7yzM0pEseQUpb6BMViOPEA,Jazz
44,Senor Mouse,"Gary Burton, Chick Corea",Crystal Silence,377707,1973-04-16,"jazz vibraphone, contemporary post-bop, jazz fusion, ecm-style jazz, jazz piano, jazz funk, jazz, cool jazz, contemporary jazz",False,49,0.456,0.205,11,-19.74,0,0.0452,0.952,0.889,0.101,0.31,111.5,4,spotify:track:6linlPbVWEecMEMfNcul1e,Jazz
45,Search For Peace,McCoy Tyner,The Real McCoy (Remastered / Rudy Van Gelder Edition),392000,1967-01-01,"contemporary post-bop, vocal jazz, jazz fusion, free jazz, jazz piano, soul jazz, hard bop, jazz funk, jazz, cool jazz, stride, contemporary jazz, avant-garde jazz",False,50,0.456,0.222,0,-16.879,1,0.0354,0.938,0.806,0.24,0.15,112.725,4,spotify:track:4qRJ7ZJyfzchEd2fjle7Bz,Jazz
46,All of Me,Billie Holiday,Lady Day: The Complete Billie Holiday On Columbia (1933-1944),181440,1933-01-01,"vocal jazz, torch song, adult standards, soul, jazz blues, harlem renaissance, jazz, lounge",False,64,0.504,0.0644,2,-14.754,0,0.0408,0.972,4.36e-06,0.174,0.403,106.994,5,spotify:track:1LGqJ3nvxpVXDWpEzq4DJD,Jazz
47,I'm A Fool To Want You - 2006 Digital Remaster,Donald Byrd,Royal Flush,372787,2006-01-01,"jazz fusion, bebop, soul, funk, hard bop, jazz trumpet, jazz funk, soul jazz, jazz, cool jazz",False,45,0.386,0.075,5,-14.124,0,0.0348,0.985,0.904,0.0869,0.23,96.76,4,spotify:track:2FnTwpi1PdHLjgHv4XQEFn,Jazz
48,Goodbye Pork Pie Hat,Charles Mingus,Ah Um,342373,1959-01-01,"contemporary post-bop, jazz fusion, bebop, free jazz, hard bop, electric bass, jazz, cool jazz, jazz double bass, avant-garde jazz",False,57,0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,3,spotify:track:3PJMsxg6rz9FOo6xNiASXz,Jazz
49,Dolphin Dance,Ahmad Jamal Trio,The Awakening,306200,1970-01-01,"bebop, soul jazz, hard bop, jazz trio, jazz, cool jazz, stride",False,41,0.378,0.232,0,-18.05,1,0.0303,0.87,0.948,0.1,0.155,148.531,4,spotify:track:4KGcpnAbGlvVgd2HFQvexI,Jazz
50,'Long As You Know You're Living Yours,"Keith Jarrett, Jan Garbarek, Palle Danielsson, Jon Christensen",Belonging,370867,1974-10-01,"jazz fusion, swedish jazz, ecm-style jazz, jazz drums, jazz piano, jazz, jazz saxophone, norwegian jazz, cool jazz, classical saxophone, contemporary jazz, jazz double bass",False,51,0.605,0.376,5,-14.978,1,0.0322,0.253,0.207,0.117,0.948,131.927,4,spotify:track:5z7deaTe21B7QVPhSDouL1,Jazz
51,Naima,John Coltrane,Giant Steps (Deluxe Edition),258266,1960-01-01,"bebop, free jazz, jazz, jazz saxophone, cool jazz",False,56,0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,3,spotify:track:1hVRTl4yhWmGW7ImZoO22e,Jazz
52,Two Not One,"Lee Konitz, Warne Marsh",Lee Konitz with Warne Marsh,331267,2005-10-18,"vocal jazz, jazz fusion, bebop, big band, free jazz, soul jazz, hard bop, jazz, jazz saxophone, cool jazz, stride, contemporary jazz, avant-garde jazz",False,42,0.624,0.383,8,-10.561,1,0.0633,0.627,5.44e-06,0.0963,0.674,117.526,4,spotify:track:3bYBPyLGsa1unDrVaNzN4y,Jazz
53,Lover Man,Billie Holiday,Lover Man,197707,1958-01-01,"vocal jazz, torch song, adult standards, soul, jazz blues, harlem renaissance, jazz, lounge",False,51,0.365,0.136,0,-12.42,1,0.0436,0.921,0.0,0.103,0.255,64.212,3,spotify:track:0DuWyzeLH09PQcnOMJiRgE,Jazz
54,I'm A Fool To Want You,Dexter Gordon,Ballads,405227,1991-01-01,"vocal jazz, jazz fusion, bebop, swing, soul jazz, hard bop, jazz funk, jazz, jazz saxophone, cool jazz, stride",False,49,0.497,0.153,5,-12.65,0,0.0407,0.978,0.809,0.138,0.276,100.222,4,spotify:track:3kYrQXSao9IXp3EzMZQt5J,Jazz
55,Aisha,Joki Freund Sextet,Yogi Jazz,228533,1981-01-01,german jazz,False,0,0.163,0.14,4,-19.712,0,0.0373,0.428,0.955,0.0999,0.18,169.381,3,spotify:track:3B5nLEw1jmeZraWXc8uJHe,Jazz
56,Fly Me To The Moon - Remastered,"Frank Sinatra, Count Basie",Ultimate Sinatra,147147,2015-04-21,"vocal jazz, adult standards, big band, easy listening, swing, harlem renaissance, jazz piano, jazz, cool jazz, lounge, stride",False,66,0.67,0.365,0,-10.158,1,0.0564,0.525,0.0,0.0575,0.45,119.344,4,spotify:track:2dR5WkrpwylTuT3jRWNufa,Jazz
57,'Round Midnight,Thelonious Monk,"Genius Of Modern Music (Vol.1, Expanded Edition)",193840,1951-01-01,"vocal jazz, jazz fusion, bebop, jazz piano, hard bop, jazz, cool jazz, stride",False,56,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,4,spotify:track:1wl5b2lw3YagQtZiYZbQWP,Jazz
58,"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963",John Coltrane,Live At Birdland,308933,1963-01-01,"bebop, free jazz, jazz, jazz saxophone, cool jazz",False,47,0.428,0.0768,0,-17.412,0,0.0413,0.774,0.0487,0.123,0.112,107.712,4,spotify:track:013grywiX7Qu6WVfnJ1opa,Jazz
59,A Nightingale Sang In Berkeley Square,"Stan Getz, Bob Brookmeyer",Recorded Fall '61,419627,1961-01-01,"vocal jazz, bebop, adult standards, bossa nova, latin jazz, hard bop, jazz, jazz saxophone, cool jazz, jazz trombone, samba-jazz",False,0,0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,4,spotify:track:4bRNH9mxHDszZGskpBFhPq,Jazz
60,Fair Weather - Remastered,Art Farmer,Modern Art,344067,1958-01-01,"contemporary post-bop, bebop, big band, soul jazz, hard bop, jazz trumpet, jazz funk, jazz, cool jazz, stride",False,44,0.615,0.204,7,-16.075,1,0.0439,0.872,0.382,0.071,0.496,96.47,4,spotify:track:3X3p3u03P8eFL8WTH0oaaU,Jazz
61,Alone Together - Rudy Van Gelder Remaster,Kenny Dorham,Quiet Kenny,190400,1992-01-01,"vocal jazz, bebop, big band, free jazz, soul jazz, hard bop, jazz trumpet, jazz, cool jazz, stride",False,54,0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,4,spotify:track:3GOZbK2epuHzCt5YvvVFHO,Jazz
62,God Bless the Child,Sonny Rollins,The Bridge,447560,1962-01-01,"contemporary post-bop, jazz fusion, bebop, big band, soul jazz, hard bop, jazz, jazz saxophone, cool jazz",False,49,0.493,0.0421,2,-18.071,1,0.0347,0.913,0.173,0.0777,0.172,102.074,4,spotify:track:7DUGRxCf9NFJffb5Eei8Ar,Jazz
63,Stella By Starlight (feat. John Coltrane & Bill Evans),"Miles Davis, John Coltrane, Bill Evans",Kind Of Blue (Legacy Edition),284560,1959-08-17,"vocal jazz, jazz fusion, bebop, adult standards, free jazz, jazz piano, hard bop, jazz trumpet, jazz, jazz saxophone, cool jazz",False,55,0.47,0.144,10,-12.824,1,0.0365,0.912,0.000118,0.0965,0.243,84.787,4,spotify:track:4zxd4tiXPlWMqoJltbVTbE,Jazz
64,Close Your Eyes,Art Blakey & The Jazz Messengers,Just Coolin',386700,2020-07-17,"jazz fusion, bebop, jazz drums, soul jazz, hard bop, jazz, cool jazz",False,52,0.565,0.222,5,-19.933,0,0.0646,0.799,0.000213,0.0934,0.689,99.198,4,spotify:track:3vlX5kFfQHDloPDV1cGENX,Jazz
65,"Köln, January 24, 1975, Pt. II C - Live",Keith Jarrett,The Köln Concert,416840,1975-11-30,"jazz fusion, ecm-style jazz, jazz piano, jazz, cool jazz, contemporary jazz",False,50,0.27,0.688,0,-16.305,1,0.0547,0.973,0.884,0.669,0.219,75.845,4,spotify:track:4FMI4Ln1LhyxGldkNXan5e,Jazz
66,Autumn Leaves,Chet Baker,My Funny Valentine: The Best Of Chet Baker,423573,2010-04-23,"vocal jazz, adult standards, jazz trumpet, jazz, cool jazz, lounge",False,57,0.496,0.634,5,-10.328,0,0.0364,0.779,0.402,0.0746,0.606,93.357,4,spotify:track:2iUrcZcAuVIahQD0dg9HLe,Jazz
67,I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,Blue Train (Expanded Edition),477760,1958-01-01,"bebop, free jazz, jazz, jazz saxophone, cool jazz",False,50,0.394,0.23,3,-10.475,1,0.0348,0.931,0.497,0.0662,0.358,78.319,4,spotify:track:5p95DUZplmVxY0XCQ3hxUV,Jazz
68,Stormy Weather,Oscar Peterson Trio,Plays the Harold Arlen Song Book,213387,2001-01-01,"vocal jazz, bebop, adult standards, big band, hard bop, jazz trio, jazz, cool jazz, stride",False,0,0.652,0.171,7,-16.1,1,0.0569,0.99,0.864,0.158,0.562,118.883,4,spotify:track:6ffJxrVKkPVW4hiRoiteB2,Jazz
69,Tea for Two,Art Tatum,Piano Starts Here,193867,1933-01-01,"vintage jazz, vocal jazz, bebop, swing, big band, jazz piano, hard bop, jazz, cool jazz, stride",False,51,0.358,0.452,1,-13.02,1,0.0347,0.991,0.864,0.14,0.525,166.973,4,spotify:track:0Otf1ZfYNIjhqFIuJk0fsy,Jazz
70,Strange Meadow Lark,The Dave Brubeck Quartet,Time Out,442227,1959-03-24,"cool jazz, jazz quartet, jazz, bebop",False,47,0.53,0.143,8,-17.471,1,0.0423,0.958,0.497,0.278,0.119,125.464,4,spotify:track:0ivpUENLpheuPoa6VuY1ax,Jazz
71,I Remember Clifford - Rudy Van Gelder Edition; 2007 Digital Remaster,Lee Morgan,Volume 3,429040,1957-04-01,"bebop, big band, free jazz, soul jazz, hard bop, jazz trumpet, jazz funk, jazz, cool jazz",False,47,0.376,0.278,0,-8.597,0,0.0416,0.912,0.886,0.0728,0.199,62.055,4,spotify:track:6KawDsALZTY6FA8CE1NLZK,Jazz
72,How Long Has This Been Going On,"Ben Webster, Harry ""Sweets"" Edison","Ben And ""Sweets""",330693,1962-01-01,"vocal jazz, bebop, swing, soul jazz, hard bop, jazz trumpet, jazz, jazz saxophone, cool jazz, stride, jazz brass",False,43,0.529,0.0367,0,-21.63,1,0.0515,0.99,0.31,0.127,0.214,140.296,4,spotify:track:10El9hxviSBm7pChWxG1ib,Jazz
73,Hipsippy Blues,Art Blakey & The Jazz Messengers,Just Coolin',400447,2020-07-17,"jazz fusion, bebop, jazz drums, soul jazz, hard bop, jazz, cool jazz",False,50,0.573,0.247,5,-19.282,0,0.0627,0.713,5.64e-05,0.103,0.604,138.234,4,spotify:track:3iFlfQ0CXc9URaAvai8VUe,Jazz
74,Say It (Over And Over Again),John Coltrane Quartet,Ballads (Deluxe Edition - Rudy Van Gelder Remaster),255960,1963-01-01,"bebop, free jazz, hard bop, jazz quartet, jazz, jazz saxophone, cool jazz",False,53,0.488,0.124,3,-13.038,1,0.0404,0.963,0.333,0.246,0.205,66.105,4,spotify:track:016HKF7A4O7tatoJ9BgZM1,Jazz
75,Dedicated To You,"John Coltrane, Johnny Hartman",John Coltrane & Johnny Hartman,330427,1963-01-01,"vocal jazz, bebop, adult standards, free jazz, jazz, jazz saxophone, cool jazz",False,29,0.413,0.0552,8,-18.538,1,0.0346,0.977,0.00091,0.185,0.106,107.842,5,spotify:track:1GhDF8jJYkDtwH4NYXsDuh,Jazz
76,They Can't Take That Away from Me - 2012 Remastered Version,Mel Tormé,Sing for Your Supper,181653,2017-10-27,"vocal jazz, swing, adult standards, easy listening, lounge",False,36,0.488,0.337,5,-10.185,0,0.0463,0.851,2.12e-05,0.126,0.471,133.27,4,spotify:track:2Ef24NcyyZAMngL4uQd3xC,Jazz
77,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,Wayne Shorter,Speak No Evil,414240,1999-01-01,"contemporary post-bop, jazz fusion, free jazz, soul jazz, hard bop, jazz funk, jazz, jazz saxophone, cool jazz, contemporary jazz",False,50,0.34,0.0837,3,-12.072,1,0.042,0.985,0.761,0.0945,0.119,138.689,3,spotify:track:0IffIW3eyCx9aZ36IqOu5o,Jazz
78,It Ain't Necessarily So,Mary Lou Williams,Gilles Peterson - Magic Peterson Sunshine,280481,2016-04-15,"cool jazz, stride, jazz piano",False,49,0.478,0.238,4,-17.115,0,0.0318,0.946,0.904,0.0978,0.178,126.188,3,spotify:track:2qswPLZD9CbUoSidGNyxwm,Jazz
